Symbol	Ensembl Transcript ID	CDS Length
SLC2A10	uc002xsl.1	1626
AK001937	uc004dmg.1	345
C3orf22	uc003ejb.1	426
PAQR3	uc003hlp.1	936
ANKRD26	uc009xku.1	5133
HCRTR1	uc009vtx.1	1278
CFC1B	uc002tro.1	672
PSD2	uc003leu.1	2316
TIGD2	uc003hsk.1	1578
PREX2	uc003xxv.1	4821
SCRN1	uc010kvp.1	1245
ITGA7 variant protein	uc009znw.1	1155
COQ10A	uc001sko.2	744
DDI2	uc001awx.1	1200
KIAA1595	uc001ufk.1	1362
UCN2	uc003cty.1	339
METTL7B	uc001she.2	585
WDR16	uc010coc.1	1893
ZNF511	uc001lml.1	789
ZMYM5	uc001umm.1	1482
ZNF586	uc002qqd.1	1209
POLR3G	uc003kjq.1	672
PP838	uc003uss.1	1362
foap-13	uc001nke.1	1509
C1orf49	uc001glt.1	702
TANK	uc002ubr.1	1278
RCAN1	uc002yue.1	759
PELI3	uc001oic.2	1410
LIMD2	uc002jbj.2	384
TMEM189	uc002xvg.1	813
NTN4	uc001tei.1	1887
AK091689	uc001rlc.1	435
DKFZp781D1175	uc003irt.1	294
AK126429	uc002jku.2	621
MST023	uc009vmf.1	792
6a8b	uc002bah.1	3174
HSFY2	uc004ftw.1	1206
LOC728138	uc010bvd.1	948
CLEC2A	uc009zhb.1	483
GPR135	uc010apj.1	1485
JAK2	uc010mhm.1	3399
DPYSL4	uc009ybb.1	1719
TM9SF4	uc002wxj.2	1929
TSHZ1	uc002llz.2	3099
SIRPG	uc002wfm.1	1164
ZNF264	uc002qob.1	1884
BICD1	uc001rku.1	2928
trp7	uc010jej.1	1242
METTL5	uc002ufn.1	630
HERC6	uc003hrq.1	3066
CASP1	uc001pif.1	1215
PRRT1	uc003nzu.1	1107
KIAA1517	uc001ugz.1	789
PLA2G4C	uc002phx.1	1626
SGK493	uc002rsg.1	885
ICA1L	uc002uzh.1	1449
CED-6	uc002uqd.1	876
KIAA1011	uc010apz.1	2322
AK126770	uc001xli.1	345
TPTE2	uc001umd.1	1569
OTUD7A	uc001zfr.1	2802
DKFZp761L1216	uc002bdf.1	654
LOXL	uc002smo.1	1179
AQP11	uc001oyj.1	816
APOA2	uc001fzc.1	303
KALRN	uc003ehg.1	8961
AK124220	uc002hrf.1	561
SECTM1	uc002keo.1	747
IFNAR1	uc002yrn.1	1674
RAB11FIP4	uc002hgn.1	1914
TALDO1	uc001lqz.1	1014
EIF5A	uc002gfr.1	555
DKFZp686K2089	uc010efo.1	417
NEGR1	uc001dfw.1	1065
FAM49A	uc010exm.1	972
EHD2	uc002phj.2	1632
YTHDC2	uc003kqn.1	4293
NCF1	uc003ubb.1	1173
SCRT2	uc002wec.1	924
NUP133	uc001htn.1	3471
HOXA5	uc003syn.1	813
FGF12	uc003fsx.1	732
SLMO2	uc002yam.1	585
SNTA1	uc002wzd.1	1518
CACNG2	uc003aps.1	972
GCM1	uc003pbp.1	1311
HNRNPK	uc004anf.2	1395
TCFL5	uc002ydp.1	1503
TLR5	uc009xec.1	2577
ELF1	uc001uxr.1	1860
RBMY2FP	uc004fvc.1	486
GAB2-like	uc010gqs.1	690
FAM129B	uc004brh.1	2241
MAP3K7IP1	uc003axr.1	1743
NCK2	uc002tdg.1	1143
OXA1L	uc001wgn.1	1488
HHIPL1	uc010avs.1	2349
OK/SW-cl.69	uc002yhe.1	318
IGHA2	uc001yrt.2	1041
PSMD12	uc002jfy.1	1371
HSCB	uc003aea.1	708
CLDN10	uc001vmh.1	687
MGC13053	uc001psy.2	444
HPCAL4	uc001cdr.1	576
KIAA0540	uc010hjo.1	945
ASZ1	uc003vjb.2	1428
KIAA0725	uc003xla.1	684
MEX3D	uc010dsn.1	1956
NFAT5	uc002exl.1	4650
TAF1D	uc001ped.1	837
CSPG4LYP1	uc004fwc.1	693
DVL1	uc001aer.2	2013
SPDYE1	uc003tjf.1	1011
FBXO3	uc001muz.1	1416
CMKLR1	uc001tmv.1	1116
TYMS	uc010dka.1	942
PEF1	uc001bth.1	855
ZNF750	uc002kga.1	2172
MCM5	uc003anu.2	2205
MEGF11	uc002apm.2	3135
PTP4A3	uc003ywg.1	522
KCNK7	uc001oes.1	924
C1QTNF2	uc003lyd.1	993
OR6S1	uc001vxv.1	996
FAM122B	uc004exq.1	801
ZNF551	uc002qpw.2	1965
HBQ1	uc002cfz.1	429
BC029459	uc002rew.1	549
GEMIN6	uc002rrc.1	504
ARSK	uc003kld.1	1611
RBP7	uc001aqq.1	405
DSC1	uc002kwn.1	2685
CPNE9	uc003bsd.1	1659
MAP2K4	uc002gnk.1	1233
HS3ST5	uc003pwg.2	1041
TFAR19	uc002ntl.1	390
EPB41L3	uc002kmt.1	3264
TEKT2	uc001bzr.1	1293
CDKN2B	uc003zpo.1	417
ZNF480	uc002pyu.1	1551
MAP3K6	uc001bny.1	3867
SRRD	uc010gve.1	1020
MAP6	uc001owu.1	2442
HN1	uc002jnb.1	546
OR2L13	uc009xha.1	939
XB51	uc002wzp.2	870
SLC16A11	uc002gei.1	1416
APOL1	uc003ape.1	1245
FAM96A	uc002amt.1	483
C5orf32	uc003lfd.1	294
RTP1	uc003frg.1	792
RNF175	uc003int.1	987
AIF1L	uc004cad.1	531
ZBTB41	uc001gtx.1	2730
AHCTF1	uc001ibv.1	6828
ITGA2	uc003joy.1	3546
MME	uc010hvr.1	2253
CCDC14	uc010hrt.1	2739
MAST4	uc003jut.1	7305
BC041030	uc004avj.2	348
OR2A7	uc003wee.2	933
KRT33B	uc002hwl.1	1215
KCTD2	uc002jmp.1	792
WDR26	uc001hop.2	1545
AL953854.2-002	uc004adu.1	516
MFI2	uc003fxk.2	2217
NR4A3	uc004bai.1	1914
ARSA	uc003bnb.2	1524
KIAA1888	uc002jid.1	1680
UNKL	uc010brn.1	1173
ZNF839	uc010awk.1	2784
SULT6B1	uc002rpu.1	798
SOX15	uc002ghy.1	702
CCNA2	uc003iec.2	1299
PPAPDC1B	uc003xlf.2	795
DNASE1L1	uc004fks.1	909
C19orf44	uc002neh.1	1974
MCAT	uc003bdl.1	1173
ARID1B	uc003qqn.1	6696
OR52N1	uc001mbw.1	963
Nkx-2.5	uc010jjt.1	339
MCART1	uc010mma.1	894
C12orf48	uc001tjg.1	1497
MAGI1	uc003dmn.1	4389
NIPA2	uc001yux.1	1083
GBX2	uc002vvw.1	1047
RAVER1	uc002moa.1	2271
SLC30A2	uc001blg.1	1119
RSHL3	uc010kee.1	1803
C15orf17	uc002azh.2	597
PCYT1B	uc004dbi.1	1110
SLC25A39	uc002ign.1	1080
EIF3H	uc003yob.1	1101
C10orf114	uc001iqn.2	411
KIF1B	uc001aqz.2	5472
AMOTL2	uc003eqg.1	2343
C6orf120	uc003qxb.1	576
PSRC1	uc001dxg.1	1092
PLA2G10	uc002dcq.1	498
C17orf62	uc002kex.1	672
MRPL37	uc001cxb.1	1452
KIF5C	uc002twr.1	2802
ACID1	uc010enl.1	309
C9orf135	uc004ahl.1	690
DUSP10	uc001hmy.1	1449
CLCNKB	uc001axw.2	2064
PSMA5	uc001dxn.1	726
AMPD3	uc001min.1	2331
PIAS1	uc002aqz.1	1956
GLTPD2	uc002fza.1	876
ADCYAP1R1	uc003tcc.1	1491
GYLTL1B	uc001nbv.1	2166
FBXO7	uc003amq.1	1569
CDH20	uc010dps.1	2406
TMEM134	uc001olq.1	588
FLJ14213	uc001mwo.2	1107
ZNF3	uc003usq.1	1341
LRRFIP1	uc002vxe.1	2427
CNOT2	uc001svv.1	1623
ABI3	uc002iop.1	1101
ALDH5A1	uc003nef.1	1647
AK126852	uc002fkt.1	591
DKFZp686D23123	uc002vwp.1	1182
HNT	uc001qgr.1	381
FKTN	uc004bcr.1	1386
SERPINA4	uc010avd.1	1395
DKFZp686A24188	uc003xcv.1	1017
RERGL	uc001rdq.1	618
TK2	uc002eos.1	924
TRIM16	uc002gox.1	1695
STMN1	uc001bkz.1	450
GUCA2A	uc001chd.1	348
FXY	uc004cty.2	687
GALNT10	uc003lvh.1	1812
DPP6	uc003wlk.1	2598
UNQ543	uc002jsi.1	1407
C9orf93	uc003zmd.1	3981
PRELID2	uc003lnp.1	570
STK39	uc002uea.1	1638
CKS2	uc004aqh.1	240
SFTPA1	uc009xsa.1	738
RHO	uc003emt.1	1047
XKR3	uc002zlv.1	1380
C20orf135	uc002ygx.1	1410
DKFZp566L241	uc003fqv.1	939
CR1	uc001hfx.1	7470
RPS6KA2	uc003qvd.1	2277
C20orf112	uc002wxu.2	1311
MRPL22	uc003lvy.2	621
GADD45B	uc002lwb.1	483
C4orf23	uc003glg.1	1587
KLHDC1	uc001www.1	1221
ZNF287	uc002gqi.1	2265
C2orf48	uc002rai.1	480
DAAM2	uc003oow.1	3207
AK056866	uc003dms.1	303
DPPA2	uc003dxo.1	897
TCTN3	uc001klb.2	1824
DNAJB11	uc003fqi.1	1077
FBRS	uc002dzd.2	1383
FPR1	uc010epe.1	1053
DEFB4	uc003wsd.1	195
hCG_2008157	uc002pxd.1	789
ATL1	uc010anw.1	1677
PTCD2	uc003kcb.1	1167
SMOC2	uc003qwr.1	1374
CABP7	uc003agl.1	648
SERPINB11	uc002ljk.2	1176
TR2IT1	uc003ejd.1	1380
NDE1	uc002ddt.1	1014
ITGA10	uc001eoa.1	3504
MAGEF1	uc003fpa.1	924
FSHB	uc001msl.1	390
ANXA2	uc002agm.1	1074
HORMAD2	uc003agy.1	924
HLCS	uc010gnb.1	2181
MCF2L	uc001vsu.2	3549
FH	uc001hyx.1	1533
TBC1D24	uc002cql.1	1680
LGALS2	uc003ata.1	399
MEGF2	uc010hkf.1	1809
CNBD1	uc003ydy.2	1311
SYNPO2L	uc001jut.2	2934
PTPN23	uc003crf.1	4911
C1orf183	uc001ebo.1	894
MAGEA8	uc010ntd.1	957
DGCR8	uc002zri.1	2322
GSR	uc003xih.1	1569
PAQR7	uc009vsa.1	1041
ZNF676	uc002nqs.1	1767
CACNA1C	uc009zdu.1	6666
SP7	uc001sct.1	1296
PDCD6	uc003jau.1	666
NRN1L	uc002euu.1	498
FLJ35776	uc002kmh.1	387
BRI3BP	uc001uha.1	756
ASB4	uc003uny.1	1281
C10orf55	uc001jvz.1	456
CCL23	uc002hks.1	414
OBSL1	uc010fwk.1	5691
SLC12A7	uc003jbu.1	3252
CD1B	uc001frx.1	1002
KIAA0240	uc003osn.1	3240
FCGR2A	uc001gan.1	954
TopBP1	uc003ept.1	660
MDC1	uc003nrg.2	6270
KRT9	uc002hxe.2	1872
DKFZp686D09174	uc003thz.1	300
C20orf62	uc002xmb.2	513
KIAA1500	uc010ijj.1	1191
HTR1A	uc003jtg.1	1269
OCEL1	uc002nfp.1	795
ATP11B	uc003flb.1	3534
DKFZp666L095	uc004bgb.1	759
FBXO34	uc001xbu.1	2136
LOC202051	uc003lek.1	876
FSD2	uc002bjd.2	2250
RPE	uc002vdn.1	687
PCDH12	uc003llx.1	3555
CSDC2	uc003bak.1	462
C17orf74	uc002ggw.1	1506
OR6B2	uc002vyq.2	939
argBPIB	uc002vac.1	900
TMBIM1	uc002vho.1	936
PET112L	uc003iml.1	1674
UNCX	uc003skg.1	1596
PAQR10	uc010ksq.1	582
TCHP	uc001tpn.1	1497
TRMT1	uc002mwj.1	1980
F2RL2	uc003kem.1	1125
ZNF385C	uc002hyu.1	525
ZDHHC1	uc002etc.1	1458
IMPG2	uc003duq.1	3726
LRRC32	uc001oxq.2	1989
BGLAP	uc001fnt.2	303
DKFZp667P0924	uc002suz.1	1332
MRAS	uc003esh.2	627
SLC35F5	uc002tku.1	1572
CBWD1	uc003zga.2	1188
AXL	uc010ehj.1	2685
KIAA1307	uc001bbl.1	1179
ATP2C2	uc010chj.1	2928
TELO2	uc002cly.1	2514
PNPLA3	uc003bei.1	1446
PCDHB14	uc003ljb.1	2397
CD276	uc002avv.1	1605
KRT80	uc001rzw.1	1464
DUSP28	uc002vzh.2	531
CSNK1E	uc003avj.1	1251
ANO4	uc001thx.1	2868
SRP14	uc001zkq.2	411
KCNQ4	uc001cgh.1	2088
KRT72	uc001saq.1	1536
CCDC117	uc003aeb.1	840
C6orf89	uc003omw.1	1065
TUBB2B	uc003mvg.1	1338
RTN4IP1	uc003prj.1	1191
CR1L	uc001hga.2	1710
CEND1	uc009ych.1	450
C12orf41	uc001rrz.2	2028
RNF31	uc001wmn.1	3219
UBN1	uc002cyb.1	3405
SLC5A7	uc002tdv.1	1743
FAM153B	uc003mdk.1	1164
ESAM	uc001qav.2	1173
KIAA1667	uc003acj.1	1719
CTNNA1	uc003ldh.1	2721
HRBL	uc003uvg.1	468
CBX4	uc002jxe.1	1683
FLJ40434	uc001cvp.1	546
TMEM182	uc010fjb.1	690
DUPD1	uc001jwq.1	663
C17orf49	uc002geb.2	702
IL10	uc001hen.1	537
SH3TC2	uc003lpu.1	3867
PXMP4	uc002wzv.1	639
LOC729920	uc010ktx.1	1356
GIDRP88	uc009xvy.1	555
RNF167	uc002fzq.1	1053
SPANXN5	uc004drc.1	219
PAK7	uc002wnl.2	2160
ATPIF1	uc001bpq.1	321
ETV3	uc001fqr.1	786
OR8H1	uc001nip.1	936
WDFY3	uc003hpd.1	10581
PSMB11	uc010ake.1	903
DPM1	uc002xvw.1	783
GPSM1	uc004chd.1	1959
WDR92	uc002see.1	1074
LRP1	uc001snd.1	13635
ANKH	uc003jfm.2	1479
TNK1	uc002ggi.2	2001
JKTBP	uc003hmu.1	264
THUMPD3	uc003bro.2	1524
RAET1L	uc003qnr.2	741
POLR1B	uc002thw.1	3408
OLFM4	uc001vhl.1	1533
RAD9B	uc001trf.2	1290
TSPY2	uc004fqr.1	927
PAX6	uc001mtg.2	1311
SCG2	uc010fwv.1	1854
TUBB4	uc002mfg.1	1335
PADI4	uc001baj.1	1992
FMO3	uc001ghh.1	1599
SLC17A6	uc001mqk.1	1749
NLK	uc010crj.1	1584
POU4F3	uc003loa.1	1017
SDF4	uc001adh.2	1089
ITGBL1	uc001vpb.1	1485
NETO1	uc002lkw.2	1602
TAP2	uc003ocd.1	2109
ABBA-1	uc002ezk.1	579
GNAI1	uc003uhb.1	1065
DQ581928	uc010kzn.1	465
VPS4B	uc002lix.1	1335
UNQ2560	uc003iyx.1	537
GALNT6	uc001ryk.1	1869
ZSCAN5B	uc002qmp.1	1344
SESN1	uc003psu.1	1656
AK125684	uc001jzm.1	378
GBE1	uc003dqg.2	2109
CLASP1	uc002tnc.1	4614
RASGEF1B	uc003hmi.1	1422
ACOT11	uc001cxm.1	1824
PLGLB2	uc002ssd.1	291
AFAP1	uc003gkf.1	2193
OR2H2	uc003nmr.1	939
DPY19L2P1	uc003teq.1	1449
TMX3	uc002lkf.1	1365
DZIP1	uc001vmk.1	2604
SEC22C	uc003clj.1	912
GPR161	uc009wvo.1	1641
RNF146	uc003qav.1	1080
FAM150A	uc003xrd.1	390
NKX3-1	uc003xdt.1	705
SNX32	uc001ofr.1	1212
MR1B	uc001gos.1	750
KLHL38	uc003yqs.1	1746
WDR74	uc001nvm.1	1158
GALP	uc002qmo.1	351
DNPEP	uc002vle.2	1458
PURA	uc003lfa.1	969
BCR-ABL	uc010gtx.1	807
DKFZp667F1810	uc003wiw.1	933
TMEM196	uc003suq.1	315
ERBB2	uc002hso.1	3768
GTF2IRD2B	uc003ubt.1	2850
FANCM	uc001wwd.2	6147
NEO1	uc002avm.2	4386
RPS3A	uc003ilz.1	795
DDX3Y	uc004fsu.1	1983
MXRA7	uc002jsk.1	615
LGALS3	uc001xbr.1	753
GLT8D1	uc003dfi.2	1116
CFL2	uc001wsg.2	501
DKFZp547C128	uc010hcl.1	879
UPB1	uc003aaf.1	1155
NAP1L5	uc003hrx.1	549
CLDN14	uc010gna.1	720
DHX38	uc002fcb.1	3684
BTBD1	uc002bjn.1	1449
TARS2	uc001euq.1	2157
ABCF1	uc003nql.1	2538
KIAA0985	uc001tua.1	1365
FCF1	uc001xqh.1	597
LRRC49	uc002asw.1	2061
GUCY1B2	uc001vfd.2	1125
C1orf177	uc001cyb.2	1257
SMARCA4	uc010dxo.1	5040
TPSB2	uc002cky.1	828
LRP8	uc001cvi.1	2892
TAGLN3	uc003dym.1	600
MRPL14	uc003owp.1	438
MYO1F variant protein	uc002mkh.1	1227
DKFZp434C245	uc003dcv.1	1110
TTRAP	uc003nej.1	1089
ZDHHC20	uc001uob.1	1065
NFE2L3	uc003sxq.1	2085
KIAA1377	uc001pgm.1	3354
PALMD	uc001dsf.1	1656
TMEM43	uc003byk.1	1203
KIAA1280	uc010nds.1	2271
DKFZp434O1119	uc002gsl.1	1647
TTL	uc002thu.1	1134
STAT5B	uc002hzh.1	2364
BC054859	uc009zla.1	360
SSB	uc002ufk.1	1227
OR10H5	uc002nbp.1	948
SLC22A13	uc003chz.2	1656
TIMM23	uc001jiu.1	630
AKAP3	uc001qnb.2	2562
OAS2	uc001tuj.1	2160
TRIM11	uc001hss.1	1407
GLIS3	uc003zhx.1	2793
TMEM50B	uc002yrt.1	477
DEGS1	uc001hoj.1	972
ARHGEF4	uc002tsa.1	2073
TBL1XR1	uc003fiw.2	1545
SP140	uc002vql.1	2604
G6PD	uc004flx.1	1638
MUC17	uc003uxp.1	13482
C12orf67	uc001rgb.1	501
LOC728621	uc009vwk.1	2352
NUDC	uc001bnh.1	1167
DNAJC5B	uc003xvs.1	600
OAT4L	uc009ypt.1	1056
SCARA3	uc003xga.1	1821
CPA3	uc003ewm.1	1254
AL359605	uc003vwg.1	339
BCAT2	uc002pkp.1	1242
MFN1	uc003fjt.1	2310
NRG3	uc001kco.1	2091
SNX11	uc002inf.1	813
PLEKHH1	uc001xjl.1	4095
GPR177	uc001dee.1	1632
LPCAT4	uc001zig.1	1575
TCTEX1D4	uc009vxj.1	666
TCAP	uc002hsh.1	504
KIAA1735	uc001pmn.1	1170
HCFC2	uc001tkj.2	2379
MOCOS	uc002kzq.2	2667
PRDM10	uc001qfm.1	3483
C14orf93	uc001wib.1	1617
SLC16A4	uc001dzo.1	1464
SRGAP1	uc001sru.1	3258
VIP	uc003qpe.1	513
UNQ9392/PRO34300	uc010hkz.1	2367
LILRA1	uc002qgh.1	1470
DUSP27	uc001geb.1	3477
MC2R	uc010dll.1	894
AK123375	uc002rri.1	267
MBTD1	uc002itr.2	1887
AK125818	uc002eut.1	498
FUT11	uc001jva.1	1479
USP33	uc001dht.1	2829
FAM184A	uc003pyj.1	3423
C15orf39	uc002azp.2	3144
UBTFL2	uc009yvt.1	1182
MAP3K12	uc001sdn.1	2679
PAAF1	uc001ouk.1	1179
BARHL1	uc004cbp.1	984
FLJ16165	uc002oki.1	1317
PIWIL2	uc003xbn.1	2922
MHC2TA	uc010bup.1	1062
TCRBV7S2A1N4T	uc003vxv.2	342
SYNE1	uc010kiw.1	26394
CMTM4	uc002epz.1	705
Em:AC004997.11	uc003aho.1	408
PCIA2	uc001egd.1	318
TSPYL1	uc003pwp.2	1314
GUF1	uc003gww.2	2010
WDR44	uc004eqn.1	2742
pcap	uc009zmt.1	828
HIST1H3C	uc003nfv.1	411
RNPEP	uc001gxd.1	1953
C12orf74	uc001tch.1	573
GAS2L2	uc002hjv.1	2643
ADH4	uc003hun.1	1143
GRPR	uc004cxj.1	1155
FLJ00225	uc001ovn.1	1248
ZBBX	uc003fep.1	2403
FBXL17	uc003kon.2	945
ZBTB10	uc003ybx.2	2616
HTRA1	uc001lgj.2	1443
ZNF585A	uc002ofo.1	2310
BC036325	uc010cuv.1	405
SLC26A2	uc003lrh.1	2220
OTOP3	uc002jmh.1	1791
ATP2B4	uc001gzw.1	3618
WISP1	uc003yub.1	1104
CRAMP1L	uc002cme.1	3198
CHST12	uc003smc.1	1245
RAB22A	uc002xyz.1	585
TARDBP	uc001art.1	1245
STAU1	uc002xud.1	1734
CRB3	uc002mez.1	372
CHMP1A	uc002fnv.1	723
ZNF160	uc010eqk.1	2457
B3GALT6	uc001adk.1	990
BARX1	uc010mrh.1	765
C6orf167	uc003ppb.1	3732
NXNL1	uc002ngs.1	639
HADHB	uc002rgz.1	1425
NR_003947	uc010flc.1	591
DHX29	uc003jpx.1	4110
PLXNB2	uc003bkv.2	5517
ILDR1	uc003ees.1	1641
ARMS2	uc001lgi.1	324
SLC15A3	uc001nqn.1	1746
GAS2	uc009yie.1	942
NUMB	uc001xny.1	1956
TNIP1	uc003ltf.1	1911
BASH	uc001klv.2	900
MESP1	uc002bol.1	807
PSKH1	uc002euv.1	1275
HNRPA1	uc001sfp.1	465
NSFL1C	uc002wfc.1	1113
RHOG	uc009yee.1	576
HEY1	uc003ybl.1	927
KNG1	uc010hyt.1	1935
ITGAX	uc002ebt.2	3510
CANT1	uc002jwj.1	1206
LIN9	uc001hqa.1	1677
XRN1	uc003eus.1	5121
C1orf105	uc001gik.1	552
BX648737	uc003mjt.2	1692
CCDC96	uc003gjv.1	1668
GNG7	uc002lwd.2	207
HEATR6	uc002iyk.1	3546
RUNX2	uc003oxq.1	1770
FCRL5	uc009wsm.1	2997
SOX1	uc001vsb.1	1176
ZNF99	uc002nqx.1	3111
ZNF474	uc003ksv.1	1095
FAM9A	uc004csg.1	999
SNX22	uc002anc.1	582
ODC1	uc010exg.1	1386
MBNL3	uc004ewv.2	1065
NR2F6	uc002nfq.1	1215
ADORA2B	uc002gpd.1	999
KIAA1527	uc010imo.1	3219
ZFYVE16	uc003kgr.2	4620
SYNJ2BP	uc001xmc.2	438
DKFZp686P13218	uc003qcy.2	825
E2F2	uc001bhe.1	1314
POLE	uc001uks.1	6861
THRA	uc002htw.1	1473
PTGES2	uc004bti.1	1134
HIP1R	uc001udj.1	3207
ENO3	uc002gab.2	1305
TMUB1	uc003wjb.1	741
RSPH10B	uc003sph.1	2613
GAGE10	uc010nir.1	351
CXorf39	uc004elw.1	1167
IRGC	uc010eix.1	1392
FLJ13305	uc002sbn.2	1413
LCE3A	uc001fae.1	270
TNFRSF18	uc001add.1	768
DET1	uc002bmq.1	1686
TRPM3	uc004aid.1	5124
C16orf79	uc010bsh.1	780
FECH	uc002lgp.2	1290
RAP2A	uc001vnd.1	552
AK123261	uc003ago.1	219
AZIN1	uc003ykx.1	1347
CRIP1	uc001yri.2	234
SLC7A7	uc001wgr.2	1536
IL10RA	uc001prv.1	1737
CDC42EP4	uc002jjn.1	1071
TMEM64	uc003yen.1	561
C16orf58	uc002eci.1	1407
ARG2	uc001xjs.1	1065
POU5F1P4	uc001fku.2	861
TSLP	uc003kpb.2	480
DNAH8	uc003ooe.1	13473
FAM62B	uc003wob.1	2682
ASH2L	uc003xkt.2	1887
DKFZp451N043	uc010dfc.1	699
ADAP2	uc010csk.1	1164
CNTNAP5	uc002tno.1	3921
IFNA14	uc010mis.1	570
CABYR	uc002kux.1	1482
SLC1A3	uc003jkj.2	1629
AK126817	uc001tff.1	243
C16orf85	uc002fkw.1	444
BCL7B	uc003tyf.1	609
PCDHGA11	uc003lkq.1	2808
NUDT13	uc001jtj.1	1059
C13orf28	uc001vsd.1	588
MT1F	uc002ejt.1	186
KIAA0976	uc009wem.1	384
C1orf53	uc001guh.1	438
TOMM5	uc004aaf.1	258
ARL6IP4	uc001ued.1	1083
RPL35A	uc003fyr.1	333
EMR3	uc002mzi.2	1959
RAB40C	uc002chr.1	846
C2orf68	uc002sqc.1	501
NOD27	uc002ekp.1	903
SLC41A1	uc001hdh.1	1542
LY6G5B	uc003nvt.1	606
LRCH1	uc001vbk.1	2292
FAM124A	uc001vff.1	1749
CLIP3	uc010eeq.1	1644
MAP4K2	uc001obh.1	2463
CHIC1	uc004ebk.2	675
C20orf30	uc002wlk.1	552
SULF1	uc010lza.1	2616
AX746971	uc002jef.1	285
ELOVL1	uc001ciz.1	840
PRDM5	uc003idn.1	1893
C11orf48	uc001nue.1	792
SLC39A10	uc002utg.2	2496
KCNV1	uc003ynr.2	1503
ACP1	uc002qwf.1	477
ZMYM2	uc001umr.1	4134
KIAA1550	uc003vqz.2	540
DKFZp781J211	uc003xeh.1	3099
DKFZp779G1236	uc010lec.1	4389
LOC649305	uc003wwc.2	1170
B3GNT6	uc001oxw.1	1152
C9orf69	uc004cgx.2	408
C2orf15	uc002szk.1	378
C20orf166	uc002yda.1	354
NEURL	uc001kxh.1	1725
LPL	uc003wzk.2	1428
CLEC2D	uc001qwf.1	585
GRRP1	uc009vsc.1	816
C1orf223	uc001cqj.2	621
TBLR1	uc003fiy.2	426
PCOTH	uc009zzx.1	351
CD8B	uc002ssa.1	741
HIST1H3D	uc003ngv.1	411
SLC6A12	uc001qhz.2	1845
FAM27L	uc002gyz.2	279
CD84	uc001fwh.2	1038
ETV3L	uc001fqq.1	1086
RASA1	uc003kiw.1	3144
PHKG1	uc003trz.1	1164
CHADL	uc003azq.2	2289
QRFPR	uc010inj.1	1296
MAGEA11	uc004fdq.1	1290
IMPA1	uc003ych.1	834
SH3BP1	uc003ati.1	2106
RARRES1	uc003fci.1	885
NPM3	uc001ktt.1	537
B3GNTL1	uc002kgg.1	1086
AK057920	uc010mqu.1	489
LOC342994	uc010ecz.1	354
ARPC5L	uc004bpa.2	462
ERMN	uc002tzi.1	894
KLHL26	uc002njz.1	1848
TMPIT	uc003uec.1	822
FLJ00100	uc003uwt.1	1953
SIM2	uc002yvr.1	2004
STRA13	uc002kdc.1	192
GJC1	uc002ihj.1	1191
C20orf194	uc002wii.2	3534
EXO1	uc001hzh.1	2541
SLC2A2	uc003fhe.1	1575
LRG1	uc002mau.1	1044
LOC285074	uc002ssg.1	1257
KIRREL	uc001frn.2	2274
KIAA1914	uc001lbm.1	774
PIK3R1	uc003jva.1	2175
C4orf34	uc003guo.1	300
hADV36S1	uc010ajp.1	663
MAF	uc002ffm.1	1212
ADCY4	uc001wov.1	3234
ZMIZ2	uc003tlr.1	2763
SLC46A3	uc001usj.1	1392
TET1	uc001jok.2	6411
C22orf39	uc002zpk.1	318
STAMBP	uc002sjs.1	1275
KIAA0702	uc002apg.1	2040
OR6C65	uc001sgx.1	939
MS4A12	uc001npr.1	804
TCF20	uc003bcj.1	5883
STAG3L2	uc003ubj.2	405
FAM178B	uc002sxl.2	1944
MRPS6	uc002ytp.2	378
C20orf152	uc002xer.1	1719
LRRC46	uc002ima.1	966
ABCB11	uc002ueo.1	3966
DKFZp666O0110	uc003yvv.1	2868
KCNC2	uc001sxg.1	1917
CDH19	uc002lkc.1	2319
C9orf123	uc003zkj.1	339
SSH3	uc001okj.1	1980
LDLRAD1	uc001cwm.1	618
ZNF135	uc002qre.1	1977
CCBE1	uc002lib.1	1221
WFDC12	uc002xnf.1	336
TAAR1	uc003qdm.1	1020
CCDC42	uc002gln.1	951
FLJ12529	uc001nrp.1	1416
TIMM50	uc002olu.1	1371
PER1	uc002gkd.1	3873
KIAA1005	uc002ehq.1	1101
SMARCAD1	uc003htb.2	3087
TP53TG3	uc002edd.2	375
SH3RF1	uc003isa.1	2667
LMCD1	uc003bqq.1	1098
GPR63	uc003pou.1	1260
AIFM3	uc002ztj.1	1818
MICAL1	uc003ptj.1	3204
BLZF1	uc001gfx.1	1203
SHOX	uc004cph.1	879
PCDHGC3	uc003lkv.1	2805
BCL6B	uc010clt.1	1440
KIAA1533	uc002nxl.1	1461
OR10G4	uc001pzn.1	936
DDO	uc003puc.1	1110
TMEM183B	uc001gyu.1	1131
MARCO	uc002tln.1	1563
DCHS1	uc001mem.1	9897
AKR7L	uc001bbu.1	462
BC127664	uc003snu.1	585
C1orf170	uc001ach.1	2031
CD200R1	uc003dzj.1	1047
NOBOX	uc003wen.1	1473
C22orf15	uc002zxu.1	429
ADNP	uc002xvt.1	3309
SEPT11	uc003hkj.1	1290
UST	uc003qmg.1	1221
RFFL	uc010cti.1	1110
C13orf34	uc010aen.1	1905
AK289375	uc003quq.2	321
