Symbol	Ensembl Transcript ID	CDS Length
NCEH1	uc011bpx.2	1347
GAGE13	uc022bwb.1	354
GALR1	uc002lms.4	1050
AQP4	uc002kwa.3	972
FBRSL1	uc001ukf.3	3138
LOC400558	uc031qxk.1	726
DCUN1D3	uc002dhz.3	915
SKOR2	uc031rif.1	3048
PAN2	uc001skx.3	3609
CCRN4L	uc003ihl.3	1296
OR8A1	uc010san.2	981
CBR4	uc003iry.3	714
KIFC1	uc003oef.4	2022
EMC3	uc003buo.3	789
SLC7A14	uc003fgz.2	2316
POC5	uc003keh.4	1728
LHX5	uc001tvj.1	1209
TRPC7	uc003lbn.2	2589
LPXN	uc010rkj.2	1176
IDNK	uc004amu.3	564
SERPINA1	uc001ycx.4	1257
LOC100286922	uc021vyo.1	387
RPS13	uc001mmp.3	456
PRKAA1	uc003jmb.3	1725
FADS2	uc001nsl.1	1335
ENAH	uc001hpc.1	1776
AK302092	uc010unx.1	1533
SYNE4	uc002ocq.1	1215
FCGR1B	uc001eip.3	843
C3orf33	uc003fam.1	885
LIPH	uc003fpm.3	1356
CYP4F3	uc010xok.2	1563
RCC2	uc001bal.3	1569
ALDH1A2	uc002aex.3	1557
SHCBP1L	uc001gpu.3	1962
RNF103	uc002srn.3	2058
AHCY	uc002xai.3	1299
LOC440461	uc010wqn.2	759
ALG12	uc003biy.3	1467
CCL17	uc002elj.1	285
ZNF543	uc002qoi.2	1803
ESRRG	uc001hkx.2	1413
CNGA1	uc003gxu.3	2280
OTX1	uc021vim.1	1065
ISPD	uc010ktx.2	1356
RDH5	uc001shk.3	957
PTGFR	uc001din.3	1080
CDR2	uc002dkn.3	1365
NLGN2	uc002ggt.1	2508
SELE	uc001ggm.4	1833
BPIFC	uc003amn.2	1524
EXOSC9	uc003idz.3	1371
ZNF566	uc010xtf.2	1260
KLRC2	uc001qyk.2	696
KIAA0196	uc003yrt.3	3480
GPR12	uc010aal.3	1005
PDRG1	uc002wxd.3	402
PCDHA2	uc003lhd.2	2847
FAR2	uc001ris.5	1548
SSR3	uc011bop.2	597
MSI1	uc001tye.2	1089
CST9	uc002wtl.3	480
CC2D1A	uc002mxo.2	2856
PLAGL1	uc003qjv.3	1392
PCDHA11	uc003lia.2	2850
FAM188A	uc001iod.1	1338
RNF2	uc001grc.1	1011
KLF6	uc001iha.3	852
ZNF778	uc021tms.1	2274
THBD	uc002wss.3	1728
NR5A1	uc004boo.1	1386
ABCD2	uc001rmb.2	2223
DNAJC7	uc002hyo.3	1485
CLEC4C	uc001qtg.1	642
TM2D3	uc002bxi.3	744
SMIM8	uc003plp.1	294
DCD	uc009znt.3	366
FAAH	uc001cpu.2	1740
POLA1	uc004dbl.3	4389
TM7SF2	uc001ocv.3	1320
FLOT2	uc002hdc.3	1287
MAP4K1	uc002oix.1	2502
BC126296	uc003kiv.1	465
SRP68	uc002jqk.2	1884
OR5M1	uc001nja.1	948
AK094577	uc003zde.1	624
ARPC5	uc021pgb.2	465
HECW2	uc002utm.1	4719
ZDHHC4	uc003sqi.3	1035
SLC25A3P1	uc009vzj.3	225
PDE9A	uc002zbm.3	1782
ABCA8	uc002jhq.3	4866
ANKRD42	uc010rsv.1	1584
NDUFS2	uc001fyv.3	1392
UBR5	uc003ykr.2	8400
BTBD16	uc001lgc.1	1521
ZNF20	uc002mtf.2	1599
METTL10	uc001lhy.1	876
PEAK1	uc021sqy.1	5241
ZNF816-ZNF321P	uc010eqj.3	702
PITHD1	uc001bhq.3	636
WDR17	uc003iuj.3	3969
RNF113A	uc004esb.3	1032
CAMKK1	uc002fwv.3	1563
NHP2	uc003mir.2	462
CLCN2	uc003foi.4	2697
ANXA6	uc003ltl.2	2022
HIST2H2AA4	uc001esw.3	393
EMID1	uc003aem.4	1332
DPM3	uc001fhm.3	369
C22orf42	uc003amd.3	756
SLC25A13	uc003uog.4	2031
KRT24	uc002hvd.3	1578
SMPD1	uc001mcw.3	1896
COL6A2	uc002zia.1	3060
TH	uc001lvq.3	1587
TMEM132C	uc021rgn.1	3327
GPR126	uc010khe.3	3753
ANKS1B	uc001tge.2	3747
MFSD2A	uc001cev.3	1632
ZC3H12A	uc001cbb.4	1800
TMEM47	uc004ddh.3	546
CNTF	uc001nna.4	603
HSF2BP	uc002zdi.3	1005
AKAP10	uc002gwo.4	1989
RPAP3	uc001rpr.3	1998
KLHDC8B	uc003cwh.3	1065
STOM	uc004blh.4	867
PLEKHA3	uc002umn.3	903
LOC283335	uc001sbk.2	522
TCP11L1	uc001mud.3	1530
CWF19L1	uc001kqq.1	1617
ARPP19	uc002acd.1	339
SPEF1	uc002wjj.3	711
DCDC2B	uc001bun.2	1050
BOLA2	uc002dss.3	459
ELN	uc003tzw.3	2193
SAMD8	uc001jwx.2	1248
MPI	uc002azc.1	1272
MEPCE	uc003uuw.3	2070
LNP1	uc003dtx.4	537
ABCC3	uc002isl.3	4584
HLA-DMB	uc003ocl.2	792
KCNK17	uc003ooo.3	999
RRAGA	uc003znj.3	942
NANOGP1	uc001qtp.1	699
ANGEL1	uc001xsv.3	2013
CPN1	uc001kql.2	1377
HLA-A	uc003nol.3	1098
OR9G4	uc010rjo.2	984
AK125701	uc002eyu.3	276
EDNRB	uc001vkp.1	1599
SDHAP1	uc003fvy.3	330
FAM167A	uc010lry.1	645
SCD	uc001kqy.3	1080
C14orf80	uc001yrm.3	1488
RCVRN	uc002gme.1	603
ZNF518A	uc001klp.3	4449
NT5DC4	uc002tid.3	1287
NLRP7	uc010esl.3	3198
SHANK1	uc002psx.1	6486
CD226	uc010dqo.3	1011
STAT3	uc002hzl.1	2313
UBXN10	uc021oia.1	843
ANXA2R	uc003jnf.3	582
SYNJ2	uc003qqx.2	4491
KRTAP10-6	uc002zfm.3	1098
WDR36	uc003kpd.3	2856
TPCN2	uc001oos.2	2259
MBD4	uc003emh.2	1743
LOC113230	uc002mxz.3	660
SLAMF8	uc001fue.4	858
ROBO1	uc003dqe.2	4956
ST3GAL6	uc010hpd.4	1155
ATN1	uc001qrw.1	3573
GPR141	uc003tfm.1	918
KRT36	uc002hwt.3	1404
TPH1	uc001mnp.2	1335
DDX52	uc002hoi.2	1800
ZSCAN29	uc001zrk.1	2559
TRPT1	uc010rnd.2	768
ZNF296	uc002pao.3	1428
HARBI1	uc001ncy.3	1050
NOP16	uc003mee.4	714
DPEP3	uc002evc.4	1542
TSPAN16	uc002mqv.1	738
DENND4A	uc002api.3	5721
PTCHD2	uc001ash.4	4179
CAP1	uc001cfa.4	1428
EIF5A2	uc003fhd.3	462
NT5DC3	uc010swe.1	1647
SEPT9	uc002jts.4	1761
SEZ6L2	uc010vec.2	2772
EGFLAM	uc003jlc.2	3054
VPS11	uc010ryx.2	2820
ARMCX5-GPRASP2	uc022cay.1	2517
NDUFB5	uc003fkc.3	570
CIDEA	uc002kqu.4	762
TMEM214	uc002ria.4	2070
N6AMT1	uc002ymo.2	645
FAM83C	uc021wck.1	2244
IER5L	uc010myt.1	1215
IRX1	uc003jde.3	1443
OXR1	uc011lht.2	2625
DGKB	uc003ssz.3	2415
FBXW9	uc010dyx.2	1437
WDR4	uc002zci.4	1239
SLIRP	uc001xue.5	330
LOC100129195	uc010jqw.2	594
PDC	uc001gsa.4	741
VPS33B	uc002bqp.1	1854
HEXB	uc003kdf.4	1671
TCEB3	uc001bho.3	2397
SLC35G1	uc001kjg.2	1098
CRLF1	uc010ebt.2	1269
ABI3BP	uc003dun.3	3228
C8orf22	uc031tba.1	255
PYCR1	uc010wvd.1	1041
PRR15L	uc002imp.4	312
CDK5R2	uc002vjf.4	1104
WAS	uc004dkm.4	1509
C12orf60	uc001rcj.4	738
CCBL2	uc001dmp.2	1365
MADD	uc001ner.1	4944
C5orf34	uc003jnz.2	1917
C7orf65	uc010kyp.1	456
EQTN	uc003zql.3	885
KLF12	uc001vjf.3	1209
DKFZp686O16217	uc001yrt.3	1041
HSPA1A	uc003nxj.3	1926
ITM2C	uc002vqz.3	804
DAPK2	uc002amr.3	1113
CENPA	uc002rhr.3	423
SUMF2	uc003trv.3	1077
TMED5	uc001dpn.3	690
TCTEX1D2	uc003fwi.3	429
CDH6	uc003jhe.2	2373
GSTT2	uc002zyw.4	735
THG1L	uc003lxd.3	897
GABRA2	uc011bzc.1	1371
C14orf166	uc010aod.3	735
MYL1	uc002vec.3	585
TNFSF18	uc001giu.2	600
GTDC2	uc003cmq.2	1743
PPIB	uc002and.3	651
KLHL4	uc004efa.2	2163
SFN	uc001bnc.1	747
CCDC127	uc003jam.1	783
CALY	uc001lmo.2	654
PLSCR5	uc010hvc.3	816
GOLGA5	uc001yaz.1	2196
C10orf95	uc001kvo.1	774
OR5AN1	uc010rks.2	936
PYDC2	uc011bso.2	294
LACE1	uc003psj.3	1446
OR10K2	uc010pii.2	939
CENPN	uc002ffy.4	1062
TMED2	uc001ufg.3	606
C2orf76	uc002tls.2	381
UGT1A6	uc002vuv.4	1599
ANG	uc021rok.1	444
OR5AC2	uc011bgs.2	930
ATG13	uc001nda.3	1653
U2AF1	uc002zda.1	723
NMT2	uc001inz.1	1497
OSGEPL1	uc002uqz.1	1245
DFNB31	uc004biz.4	2724
FUT8-AS1	uc001xim.4	375
SLC6A20	uc011bai.2	1779
PPP1R26	uc004cfr.1	3630
DKC1	uc004fmm.3	1545
WDR64	uc001hzg.2	3246
FXYD4	uc001jaq.1	270
CREBZF	uc001pas.2	1065
PRPSAP1	uc010wta.1	1158
NSUN5P1	uc003udh.1	603
DAZ1	uc004fvl.3	2235
GCHFR	uc001zmr.1	255
TTC7A	uc010fbb.3	2649
UBD	uc003nmo.3	498
S100A1	uc001fck.1	285
RPL6	uc001ttu.3	867
DNAJB6	uc003wnk.3	981
NAGS	uc010czn.3	1629
RFX8	uc010yvx.1	1422
KERA	uc001tbl.3	1059
FRMPD2	uc001jgi.3	3930
UBE2B	uc003kzh.3	459
MT1X	uc002ejy.3	186
KEAP1	uc002moq.1	1875
MST1	uc003cxg.3	2178
OMA1	uc001cyy.3	1575
BCL2L13	uc031rwg.1	1530
ABLIM2	uc003gkj.4	1938
BC037497	uc002bte.1	474
JAZF1	uc003szn.3	732
TCF24	uc022avl.1	504
CCDC30	uc009vwk.1	2352
TMEM63B	uc003owr.3	2499
S100A8	uc001fbs.3	282
ARFIP2	uc010ran.2	1125
UROS	uc001liw.4	798
C1orf140	uc001hmw.1	375
TRAPPC10	uc002zea.3	3780
KHDRBS2	uc003peg.2	1050
CPQ	uc003yhw.3	1419
IRG1	uc031qmh.1	1446
POLQ	uc003eee.4	7773
FAM173A	uc002cje.4	708
SPAG4	uc002xdb.1	1314
SOAT1	uc001gml.3	1653
MAGEB5	uc031thc.1	828
MRPS30	uc003joh.3	1320
LOC494141	uc009yhh.4	465
HSFX2	uc022cgk.1	1272
KRTAP21-2	uc011adh.2	252
OR2T11	uc001ier.1	951
TCEB3B	uc002lcr.1	2262
ZNF184	uc003njj.3	2256
ORAOV1	uc001opc.3	414
ADAM21	uc021rvq.1	2169
GDPD1	uc002ixk.2	945
KCTD9	uc003xeo.3	1170
PRR14	uc002dyy.3	1758
PABPC4L	uc010ioe.3	1287
PRR11	uc002ixf.2	1083
SKA1	uc002let.3	768
SLC9B2	uc003hwx.4	1614
NUDT3	uc003ojl.3	519
BC067269	uc001rcb.3	396
HIST1H4K	uc003njr.3	312
DFNA5	uc010kus.1	1491
GABPA	uc002ylx.4	1365
LOC642778	uc002dcr.4	1053
ZNF260	uc002oee.2	1239
TRAPPC3L	uc011ebh.2	546
POLB	uc003xoz.2	1008
PTAR1	uc004ahj.4	1209
NEBL-AS1	uc031ptk.1	309
SEC31A	uc003hnf.3	3663
TRIM58	uc001ido.3	1461
IGJ	uc010ihz.3	528
TAS2R14	uc010shi.2	954
PP2D1	uc021wtw.1	1893
VPS8	uc021xik.1	4287
H1F0	uc003aty.3	585
UGT2A1	uc011caq.2	2082
LSS	uc002zij.3	2199
KANSL1L	uc002vds.3	2964
TOR1B	uc004byk.1	1011
HNRNPC	uc001vzy.3	921
TMEM100	uc002iuj.4	405
OR51M1	uc010qzc.2	981
GAPT	uc003jro.1	474
UBAP1L	uc010uit.2	1146
ISG15	uc001acj.4	498
CCDC142	uc002slr.3	2253
ZCCHC14	uc002fjz.1	2850
ZBTB14	uc002kmq.3	1350
CREBL2	uc001rap.1	363
TGDS	uc001vlw.3	1053
CACNA2D3	uc003dhf.3	3276
ZNF429	uc002nqd.1	2025
TPRA1	uc003ejn.3	1122
CCRL2	uc010hjg.3	1071
LYPD6	uc021vqt.1	516
AK291164	uc022aaq.1	747
DGKK	uc010njr.2	3795
SUCLG1	uc002son.3	1041
OR51I1	uc010qze.2	945
PRPF40A	uc002tyh.4	2793
MAGEH1	uc004dum.3	660
C9orf106	uc004bxs.2	699
SMR3A	uc003hfg.1	405
C21orf54	uc002yra.4	327
SPINK2	uc031sel.1	405
THAP2	uc001swq.3	687
NPY5R	uc021xtw.1	1338
IRF4	uc003msz.4	1356
SPESP1	uc002arn.2	1053
OR10S1	uc001pzm.1	996
DTD1	uc002wrf.4	630
TUBE1	uc003pvq.3	1428
CCDC149	uc003grc.3	1590
DDX19A	uc002eys.4	1440
PDPN	uc001avd.3	717
TMA16	uc003iqq.4	612
PLCXD1	uc004cpc.3	972
COL3A1	uc002uqj.1	4401
MGAM	uc003vwy.3	5574
MOB3A	uc002luu.3	654
GFM2	uc010izj.1	2436
PHRF1	uc001lqe.3	4950
LIPM	uc009xtm.1	1272
OR5A2	uc010rkt.2	975
PSG9	uc002owd.4	1281
ARHGEF11	uc001fqn.3	4689
IVNS1ABP	uc001grl.3	1929
SIGIRR	uc001lpg.3	1515
DUSP19	uc002upd.3	654
VCX3B	uc011mht.2	741
DNAJC14	uc001shu.2	2682
ACSS1	uc002wub.3	2070
UBXN8	uc003xii.3	810
IL1RAPL2	uc004elz.1	2061
SEPT4	uc010wnx.2	1482
LANCL3	uc011mkd.2	1263
SPAG17	uc001ehk.2	6672
PRDX3	uc001lec.3	771
HNF1A	uc021rfa.1	1989
BC047942	uc001lmn.3	477
P4HA2	uc003kwh.3	1608
MOV10	uc001eck.3	3012
RFWD3	uc002fda.3	2325
LRIF1	uc001eaa.3	2310
SMC2	uc004bbv.3	3594
MIXL1	uc010pvm.2	699
TMEM9	uc010ppo.2	627
ZNF174	uc002cvc.3	1224
FAM86A	uc002cyo.2	993
PEX2	uc003yax.3	918
MYH14	uc010enu.1	6111
CCR8	uc010hhr.2	1068
LOC643669	uc021uuj.1	801
LRRC52	uc001gde.2	942
CC2D2A	uc010idv.2	4863
B3GNT8	uc002oqs.3	1194
GPATCH1	uc002nug.1	2796
VPS37C	uc001nqv.1	1068
TBX4	uc010ddo.3	1641
SPDYE2B	uc011kkx.2	1209
CNR2	uc021oij.1	1083
PCDH1	uc003llp.3	3714
VWDE	uc003ssj.2	4773
TPRG1	uc003frv.2	828
PMEL	uc001siq.3	2007
OCIAD2	uc003gyt.3	465
KLHL33	uc010tli.2	1602
PLCG2	uc002fgt.3	3798
HRH3	uc002yci.3	1362
KIAA0247	uc001xlk.3	912
CAPN13	uc021vfn.1	2010
CCR1	uc003cph.1	1068
UVRAG	uc001oxc.3	2100
DNAJA2	uc002eeo.2	1239
CLDN5	uc002zpu.2	912
ITGA2B	uc002igt.1	3120
PTPRN2	uc011kwa.2	3117
ZNF512	uc002rla.4	1704
PSAP	uc001jsm.3	1575
CCDC140	uc021vxg.1	492
LRRC55	uc001njl.2	1026
NCS1	uc004bzi.2	573
PRR21	uc010zod.2	1170
CYP26C1	uc010qns.2	1569
LYN	uc003xsk.4	1539
C8orf47	uc003yih.1	1125
LOC391322	uc011ajk.1	372
DUSP6	uc001tay.3	1146
ELP5	uc002gfg.1	951
TGFB3	uc001xsc.2	1239
DEFB109P1B	uc003wre.5	264
ELK1	uc004dik.5	1287
PCDH11Y	uc004fqo.3	4023
HGD	uc003edw.3	1338
C17orf58	uc002jgi.4	294
AARSD1	uc031raq.1	1239
SERPINE2	uc010zlr.1	1230
MYO3A	uc001isn.2	4851
ADAM33	uc002wit.3	2442
ZNF491	uc002mso.1	1314
MAPK6	uc002abp.3	2166
TCN1	uc001noj.2	1302
KRTAP19-2	uc011acy.2	159
PPAN-P2RY11	uc002mna.3	2385
SLC24A6	uc001tvc.3	1755
RNFT1	uc002iya.3	1308
LRRC24	uc003zdm.3	1542
UBE2R2	uc003ztm.3	717
H1FNT	uc001rrm.3	768
TATDN2	uc003bvg.2	2286
LILRB1	uc002qgm.3	1959
FAM65B	uc003neo.1	3207
BEND2	uc004cyj.4	2400
NUCB2	uc001mmw.3	1263
SNX27	uc001eyn.1	1587
MTA3	uc002rso.1	1614
FOXO4	uc004dys.2	1518
ID4	uc003ncw.4	486
Y00482	uc022aca.1	597
SOX5	uc001rfw.3	2292
OR52M1	uc010qyf.2	954
SFT2D3	uc002tpf.3	648
INA	uc001kws.3	1500
MCOLN1	uc002mgo.3	1743
FAM172BP	uc003duy.1	1089
NFIX	uc010xmx.2	1533
CLEC14A	uc001wum.2	1473
HIBCH	uc002uru.3	1161
PLA2G5	uc001bcx.3	510
TIMM10	uc001nkm.1	273
IL9R	uc004fnv.1	1566
MED17	uc001pem.4	1956
COL4A4	uc021vxr.1	5073
TPP1	uc001mel.1	1692
GJA3	uc001umx.1	1308
TMPRSS5	uc001poc.4	1374
AADACL3	uc009vnn.1	1053
ENPP5	uc003oxz.1	1434
DNMBP	uc001kqj.2	4734
NQO1	uc002exp.3	825
ZSCAN2	uc002bkr.3	1845
SEC24C	uc001juw.3	3285
GTF2A1L	uc002rws.2	1437
AXIN2	uc002jfi.3	2532
C16orf13	uc002chw.1	618
TAF1	uc004dzt.4	5682
SPNS2	uc002fxx.2	1650
AP1G2	uc001wkl.2	2358
RBM42	uc002oan.3	1443
HCN2	uc002lpe.3	2670
EFHB	uc003cbl.4	2502
RUSC1	uc001fkj.2	2709
GRIK5	uc002osj.2	2943
USP21	uc010pkc.2	1698
ATAD3C	uc001aft.2	1236
LINC00602	uc011egm.2	291
ORMDL2	uc001shw.1	462
GGT7	uc002xay.3	1989
FAM177B	uc001hnt.3	477
PSAT1	uc004ala.3	1113
ACSM4	uc001qsx.1	1743
TBC1D1	uc003gtb.3	3507
IFNG	uc001stw.1	501
OTOS	uc002vyv.3	270
TGM6	uc002wfy.1	2121
ZNF773	uc002qox.3	1329
EMD	uc004fkl.3	765
RETN	uc002mhg.1	327
CCL8	uc002hib.3	300
APH1A	uc001ety.2	798
COX18	uc011cbc.1	1005
SLC6A19	uc003jbw.4	1905
PAFAH2	uc001bld.4	1179
GTF2IRD2	uc003ubd.1	2850
CCDC82	uc009ywp.3	1635
NPEPL1	uc010zzs.1	1572
TP53INP1	uc003yhg.3	723
FOXL2	uc003esw.3	1131
ZNF300	uc021yfx.1	1863
LATS1	uc003qmu.2	3393
FDXACB1	uc001pmc.4	1875
HTR6	uc001bcl.3	1323
SPOCK2	uc001jso.2	1275
RNF144B	uc003ncs.3	912
HTATIP2	uc001mpx.2	831
FGF2	uc003iev.1	867
FXYD7	uc002nye.1	243
ZSCAN25	uc003url.1	1635
PHYHIPL	uc001jkk.4	1131
GPR34	uc004dfp.4	1146
DDX6	uc001pub.2	1452
OR10W1	uc001nmq.1	918
C15orf53	uc001zkf.1	540
LHFPL1	uc004epp.3	732
VPS28	uc003zct.1	702
AP3M1	uc001jwf.3	1257
TRAF4	uc002hcs.3	1413
ZNF460	uc002qog.2	1689
OR2B11	uc010pyx.2	954
C19orf12	uc002nsj.3	459
APITD1-CORT	uc001arf.3	495
AKAP9	uc003ulg.3	11724
HNRNPAB	uc003miu.3	999
KRTAP10-3	uc002zfj.1	666
SLC20A1	uc002tib.3	2040
LDB2	uc003goz.3	1122
MRPS23	uc002ivc.3	573
KLK5	uc002pue.3	882
SPTB	uc001xhr.3	6987
PGAP3	uc002hsj.3	963
EFEMP2	uc001ofy.4	1332
EFNB2	uc001vqi.3	1002
PCM1	uc022asj.1	6192
NMNAT3	uc003etj.3	759
TSG101	uc001mor.3	1173
NOB1	uc002exs.4	1239
ABHD3	uc002ktl.2	1230
GTF3C4	uc010mzv.3	2469
PIGN	uc021ulb.1	2796
AEBP1	uc003tkb.4	3477
SHISA9	uc010uyy.2	1275
PLBD1	uc001rcc.1	1662
ANKRD2	uc001knw.3	1083
OR9Q1	uc021qjm.1	933
CCL28	uc003jnu.3	384
TRIM38	uc003nfm.4	1398
TMCC1	uc021xdy.1	1962
PLEC	uc003zaf.1	14055
SMG5	uc001foc.4	3051
LRRC7	uc001dep.3	4614
NCAPD2	uc001qoo.2	4206
SLC25A6	uc004cpt.3	897
C1orf74	uc021pio.1	810
LOC100144595	uc002tyu.2	309
DCP2	uc003kqh.3	1263
OTUD6A	uc004dxu.1	867
GLYR1	uc002cxx.4	1662
RPL18	uc002pjq.2	567
LRRC37A3	uc002jey.2	4905
TMEM177	uc021vnk.1	936
C1D	uc002sea.4	426
PROB1	uc011czc.1	3048
LDHC	uc001mon.4	999
hADV38S2	uc010tmr.2	366
PAPL	uc002oki.3	1317
UBE4B	uc021ogc.1	4062
NIT1	uc001fxv.2	984
BTN3A3	uc003nhz.3	1755
RASD1	uc002gri.3	846
COMMD3	uc001irf.3	588
SHFM1	uc010lfn.1	270
BIRC8	uc002qbk.3	711
DUT	uc001zws.3	759
LRRC59	uc002iqt.3	924
LY6H	uc003yxt.3	537
SSX2B	uc004dqz.1	567
LARP1B	uc003iga.3	2745
EDEM1	uc003bqi.3	1974
COL6A4P1	uc011avo.1	1158
TRAC	uc010ajf.1	549
OR2L8	uc001idt.1	939
ADH1A	uc003hur.2	1128
PANX2	uc003bjn.4	2034
CYP11B1	uc010mey.3	1725
CDC73	uc001gtb.3	1596
ANGPTL6	uc002mmx.2	1413
GSTM3	uc001dyo.2	678
ZNF280B	uc002zwc.1	1632
EIF3L	uc003auf.3	1695
C19orf54	uc002oou.1	1056
SPRY3	uc004fnq.1	867
KCNA5	uc001qni.4	1842
SERAC1	uc003qrc.2	1965
NFATC2	uc002xwd.4	2778
ANAPC5	uc001uag.3	2268
STAU2-AS1	uc003xzl.3	267
NFATC2IP	uc002dru.3	1260
TNRC6C	uc002juf.2	5181
CCDC144NL	uc002gyf.3	666
FGD5	uc003bzc.3	4389
MED9	uc002grh.1	441
RAB13	uc001fdt.2	612
CRYGS	uc003fqe.3	537
C15orf49	uc001yyi.1	417
LOC283693	uc002bjb.3	588
COX6B2	uc002qkn.3	267
PHF14	uc003sry.2	2667
FAM3A	uc004flt.2	735
PRDX2	uc002mvd.4	597
RPL13	uc002fnm.2	636
TRIM10	uc003npo.3	1446
PRMT3	uc001mqb.3	1596
KCTD19	uc002esu.2	2781
GCNT4	uc003kdn.3	1362
OTOGL	uc001szd.3	7035
GPRASP1	uc022cbc.1	4188
CDKN1C	uc001lws.4	951
RHBDL2	uc010oio.1	1152
AX746522	uc001ymf.1	792
USP17L5	uc021xlr.1	1593
HSPH1	uc001utl.3	2583
AQP1	uc011kac.1	990
COL17A1	uc001kxr.3	4494
GFAP	uc021tyh.1	1317
LOC344967	uc011byr.1	759
CDC16	uc001vuk.1	1863
KIAA1614	uc001gok.2	3573
C6orf118	uc003qum.4	1410
LOC283403	uc001rzz.3	432
KIF24	uc003zua.4	4107
FAM83F	uc003ayk.1	1503
ZSWIM5	uc001cnd.2	3558
UBA2	uc002nvk.3	1923
LYNX1	uc003yxb.3	396
SYNPR	uc003dlp.3	858
PRSS16	uc003nja.3	1545
KIF13B	uc003xhh.4	5481
XG	uc004cqp.3	588
SUGP2	uc002nkz.1	3291
KRTAP4-1	uc002hwe.4	384
PCDH9	uc001vik.3	3714
HIST1H2AH	uc003niz.4	387
RBM18	uc004bma.2	573
ZNF626	uc002npb.1	1587
HEXIM2	uc010daf.1	927
ITFG1	uc002eet.3	1839
TUBG2	uc010wgr.2	1356
ARHGEF33	uc021vgd.1	2613
IGFL3	uc002pea.1	378
EXTL1	uc001blf.3	2031
CT47A3	uc004etd.3	867
GBP3	uc001dmt.3	1788
WDR5	uc004cey.3	1005
RARG	uc001scf.3	1365
CECR6	uc002zmb.2	1737
MYO7A	uc001oyb.2	6648
AK000470	uc004crl.3	342
ACVR1B	uc010snn.2	1641
PSMD1	uc002vrn.2	2862
MRDS1	uc010jog.1	711
C7orf31	uc003sxn.1	1773
ILVBL	uc002nam.3	1899
C9orf170	uc004apa.1	366
RNF186	uc001bcr.3	684
IFNGR1	uc003qho.2	1470
NOL9	uc001ans.3	2109
MAGEL2	uc001ywj.4	3750
SLC29A2	uc001oht.3	1371
TDRP	uc011kwg.2	597
RNF219	uc001vkw.1	2181
NHSL1	uc003qhx.3	4833
RBMX	uc004fae.2	1176
LOC84931	uc002tmo.2	612
PSORS1C2	uc003nso.4	411
ORAI2	uc010lhz.2	765
LCN6	uc004ciy.2	492
CDC123	uc001ill.3	1011
OR4K5	uc010tkw.2	972
DTHD1	uc021xne.2	2346
MSLN	uc002cjw.2	1893
YBX3P1	uc010vfr.1	438
ZNF700	uc010xme.3	2283
WWTR1	uc003exe.3	1203
PPP1R16B	uc002xje.3	1704
COBL	uc003tps.3	3816
GAS7	uc002gmg.1	1431
HAAO	uc002rst.4	861
MDN1	uc003pnn.1	16791
TCRBV14S1	uc010lol.1	447
HLA-DRB1	uc011jsm.2	891
TNFAIP2	uc001ymm.1	1965
AK302545	uc011aho.1	699
FOXN1	uc010crm.3	1947
OR2T3	uc001iel.1	957
ATP6V0D2	uc003ydp.1	1053
RPL41	uc001sjn.3	78
ARHGAP6	uc004cup.1	2925
SLC38A1	uc009zkj.1	1512
PHF20L1	uc003ytt.3	3054
ADAD2	uc002fhq.2	1998
ZNF733P	uc011kdj.2	504
MCM3AP	uc002zir.1	5943
ST3GAL3	uc001ckb.4	1335
SNX1	uc010uio.2	1674
SOWAHC	uc002tfb.3	1578
ELF5	uc001mvo.1	798
RBM8A	uc001ent.2	525
PARP3	uc003dbz.3	1623
AK123872	uc002xhn.1	342
LINGO4	uc021oyu.1	1782
ITGA9	uc003chd.3	3108
ZFR	uc003jhr.1	3225
ACSL6	uc003kvx.2	2169
DAOA	uc001vqb.3	462
FABP4	uc003ycd.2	399
KCNB1	uc002xur.1	2577
CANX	uc011dgp.2	1884
NIM1	uc003jno.4	1311
SLC25A28	uc001kpx.2	1095
ADIPOR2	uc001qjm.3	1161
TMEM150A	uc002spy.2	816
ECHDC2	uc001cup.4	879
FRZB	uc002upa.2	978
SMA4	uc003jyp.1	633
DMRTB1	uc001cvq.1	1029
PABPC1	uc003yjs.1	1911
APOBEC3G	uc021wpr.1	1155
CATSPER2	uc001zsh.3	1593
CUEDC1	uc002ivd.2	1161
CLDN8	uc002ynu.2	678
STARD9	uc010udj.2	14103
LOC23117	uc010vbm.2	1788
MYPOP	uc002pdt.3	1200
RP9P	uc011kaj.3	258
E2F6	uc002rbh.4	846
TMEM126B	uc001pap.4	693
GIMAP5	uc003whr.2	924
DPY19L4	uc003ygx.2	2172
CTPS2	uc004cxk.3	1761
NDUFA9	uc001qnc.3	1134
EGLN3	uc001wsa.4	720
OR5H2	uc003dsj.1	945
PITX3	uc001kuu.1	909
FBXO45	uc010iai.3	861
OR52E8	uc010qzr.2	954
MRPL42P5	uc001zlz.2	237
GRM4	uc010jvh.4	2739
TRIM64	uc010rty.2	1350
SHISA2	uc001uqm.1	888
KLK1	uc002ptk.1	789
GPM6B	uc004cvw.3	987
RRAGD	uc003pnd.4	1203
PAGE5	uc004duj.3	393
KRTAP9-7	uc031rah.1	510
UCHL5	uc001gsm.3	990
ULK3	uc010ulq.1	1452
WDR86	uc011kvk.1	1449
AIM2	uc001ftj.1	1032
PNO1	uc002seh.3	759
GNAT2	uc001dya.3	1065
OR2F2	uc011ktv.2	954
